Song Name,Movie Name,Release Year,Music Director,Poet,Singers,Actors
"Roothnay Walo, Man Bhi Jao, Raz Dilon Kay Jan Bhi Jao..",Main Kahan Manzil Kahan,1968,Ghulam Nabi,Qateel Shafai,Irene Parveen,
Roshni ki Mehfil Mein Bualaya Aap Nay Mujhay..,Shab Bakhair,1967,Safdar Hussain,Aarzoo Akbarabadi,Naseem Begum,
"Roti Hun Main Khari Khari, Ghari Ghari..",Main Nay Kya Jurm Kiya,1963,Tufail Farooqi,Mushir Kazmi,Nazir Begum,
"Roye Mera Pyar, Hey Zar Zar, Meri Faryad Bhi Sunta Nahin..",Ishrat,1964,Safdar Hussain,Qateel Shafai,Zubaida Khanum,
Roye Roye Birha Ki Mari..,Papi,1968,Jameel Khusro,Younis Hamdam,Runa Laila,
"Rudad Gham-e-Dil Mat Poochho, Behtay Hayn Jo Aansoo, Behnay Do..",Aurat Ek Kahani,1963,Masoom Rahim,Habib Jalib,Noorjahan,
"Ruk Ja, O Bewafa, Is Qadar Sangdil Na Ban..",Devdas,1965,Akhtar Hussain Akhian,Qateel Shafai,Kousar Parveen,
"Ruk Ja, Ruk Ja, Ruk Ja Ri, Chhor Kay Mujh Ko Matt Ja Ri..",Aanch,1969,Khalil Ahmad,Qateel Shafai,Ahmad Rushdi,
"Ruk Jaiye, Ham Dil Ki Batein Keh Saken, Itna Karm Farmiye..",Chattan,1967,Rasheed Attray,Qateel Shafai,Naseem Begum & Co.,
"Ruk Jao O Janay Walay, Dheer Bandha Ja..",Beta,1962,Akhtar Hussain,Tanvir Naqvi,Naheed Niazi,
"Ruk Jao, Ruk Jao, Ja Teri Meri, Meri Teri..",Sunehray Sapnay,1961,Hassan Latif,Tanvir Naqvi,?,
"Rukh Say Pardah Hata Day Zara, Saqia..",Ek Hi Rasta,1968,Deebo,Masroor Anwar,Mala,
"Rukh-e-Zulf Jo Dikhao To Maza Aa Jaye, Eid Ka Chand Dikhao..",Aadil,1966,Nisar Bazmi,Mushir Kazmi,Ahmad Rushdi,
"Rukiye, Janab-e-Aali, Ik Arz Hay Hamari..",Fantoosh,1967,A. Rasheed,Hamdam Jamal,?,
"Rut Hay Jawan, Din Hay Suhana, Dil Ho Geya Hay Deevana..",Chakori,1967,Robin Ghosh,Akhtar Yousuf,Najma Niazi,
"Rut Hay Suhani, Machlay Jawani, Aaja Meray Dil Mein..",Watan,1960,Master Inayat Hussain,Qateel Shafai,Zubaida Khanum,
"Rut Sawan Ki, Man Bhawan Ki, Toray Naina Kyun Sharmaye..",Zamin,1965,Wazir Afzal,Mushir Kazmi,Nazir Begum,
"Sa-Ray-Ga-Ma-Pa-Dha-Ni, Sarsun Phooli Ray, Ja, Lagay Hawa..",Mousiqar,1962,Rasheed Attray,?,Munir Hussain,
"Saaf Chhuptay Bhi Nahin, Samnay Aatay Bhi Nahin..",Baji,1963,Saleem Iqbal,Ahmad Rahi,Saleem Raza,
"Saathi Ray, Kenuda Kalay Amay Baray Baray (Bengali)..",Ladla,1969,Lal Mohammad Iqbal,Abdul Manan,Runa Laila,
"Saathi Ray, Teray Dil Ki Dharkan Mein Meray Dil Ki Baat..",Ladla,1969,Lal Mohammad Iqbal,Abdul Manan,Runa Laila,
"Saaz-e-Dil Chhera Hay Ham Nay, Hukm Tha Kuchh Gaaiye..",Pardah,1966,Safdar Hussain,Fyaz Hashmi,Mala,
Saaz-e-Dil Kay Taar Koi Chherta Jata Hay..,Jhalak,1964,Khalil Ahmad,Rehan,Naheed Niazi,
"Sab Dagh-e-Dil, Charag Bana Kar Jala Diye..",Azra,1962,Master Inayat Hussain,Saifuddin Saif,Noorjahan,
"Sab Kay Bhayya, Sham Ko Ghar Aa Jatay Hayn..",Khota Paisa,1965,Rehman Verma,Qateel Shafai,Pukhraj Pappu,
"Sab Qatal Ho Kay Teray Muqabil Aye Hayn, Ham Log Surkhru Hayn..",Qasm Us Waqt Ki,1969,Sohail Rana,Faiz Ahmad Faiz,Farida Khanum,
"Sabab Har Ek Mujh Say Poochhta Hay, Meray Ronay Ka..",Aurat Ka Pyar,1964,Manzoor Ashraf,Alama Tajur Najeebabadi,Ahmad Rushdi,
"Sabar Day Un Ghamzadon Ko, Hosh Kho Baithay Hayn Jo..",Peigham,1964,A. Hameed,Fyaz Hashmi,Noorjahan,
"Sadqay Teray, Meri Dunya Sari, Mamta Tujh Peh Wari..",Ladla,1969,Lal Mohammad Iqbal,Tanvir Naqvi,Runa Laila,
Safeena Dil Ka Daboya Jiggar Kay Chhalon Nay..,Papi,1968,Ali Hussain,Ajiz Faridi,Nasrin Gilani,
"Sagar Ki Moujen Deevani Toofani, Pas Apnay Nao Purani..",Rupban,1965,Satiya Saha,Ayaz Aasim,Abdul Aleem,
"Saghar Mein Jawani Jalnay Do, Dil Kay Armaan Nikalnay Do..",Baghi Sardar,1966,Tasadduq Hussain,Tufail Hishiarpuri,Mala,
"Sahara Dard Ka Hay, Kisi Ka Aasra Hay to..",Suhag,1963,Akhtar Hussain Akhian,Sahil Farani,Ali Bakhsh Zahoor,
"Saheli, Chun Lay Apna Sathi, Gori, Chun Apna Sathi..",Saheli,1960,A. Hameed,Fyaz Hashmi,Naseem Begum,
Sahelio Kahan Ho Tum Awaaz Do..,Hamraz,1967,Khawaja Khursheed Anwar,Qateel Shafai,Noorjahan,
"Sahti Rehna Sath Ray, Hath Mein Pakarh Lo Hath Ray..",Kala Pani,1963,Rehman Verma,Mushir Kazmi,Irene Parveen,
"Sajan Ki Nazron Say Bach Na Sakun Gi, Lakh Ghoonghat Nikalun..",Ghar Damaad,1969,Javed Sarwar,Masroor Anwar,Nazir Begum,
"Sajan, Tum Bhalay Rooth Jao, Mo Roothay Na Parmatma..",Laggan,1960,Azam Baig,Munir Niazi,Naheed Niazi & Co.,
"Sajjan Lagi Tori, Laggan Mann Ma, Kaha Na Hi Jaye..",Baji,1963,Saleem Iqbal,Ahmad Rahi,Noorjahan,
"Sajna Dwar Aaye, Sakhi 16 Singhar Kar Lay..",Dulhan,1963,Rasheed Attray,Fyaz Hashmi,Noorjahan,
"Sajna, Main Nay Tujh Ko Pyar Kiya, Kehta Hay Zamana..",Naheed,1968,Nashad,Khawaja Parvez,Noorjahan,
"Sajna, Roye Mera Pyar..",Papi,1968,Jameel Khusro,Ahmad Ali Khusro,Runa Laila,
"Sajna, Toota Mera Sundar Sapna, Kis Ko Pukarun, Tum Bin..",Sagar,1965,Khan Ataur Rahman,Suroor Barabankvi,Firdousi Begum,
"Sakhi Ri, Koi Dekh Na Lay, Naino Ki Chori..",Sagar,1965,Khan Ataur Rahman,Suroor Barabankvi,Irene Parveen & Co.,
"Sal-Lalla-Ho-Elaika-Ya-Rasool-Lallah, Wasallam-Elaika-Ya-Habibullah..",Ishq-e-Habib,1965,Zafar Khursheed,Masroor Anwar,Rehena Yasmin,
"Salaam, A Jan-e-Watan, Sultan-e-Watan, Marhaba..",Al-Hilal,1966,Rasheed Attray,Tufail Hoshiarpuri,Noorjahan & Co.,
"Salam Un Par, Jin Ka Rehmatul-Lill-Aalemeen (saw) Laqab..",Mera Salaam,1966,Mohammad Ali Munnu,Muzaffar Warsi,Batish,
Salam Us Par Keh Jis Nay Badshahi Mein Faqeeri Ki..,Asmat,1968,Masoom Rahim,Kaleem Usmani,Mujeeb Alam,
Salam Us Par Keh Jis Nay Bekason Ki Dastgeeri Ki..,Charagh Jalta Raha,1962,Nahal Abdullah,Mahirul Qadri,Talat Mehmood,
"Salle-Aala Nabi-e-Na, Salle-Aala Mohammad-in (saw)..",Asmat,1968,Masoom Rahim,Kaleem Usmani,Mala & Co.,
"Salle-Aala, Sayyadi, Makki, Madni, Qibla-e-Din Ho Tum..",Azmat-e-Islam,1965,Master Ashiq Hussain,Naeem Hashmi,Irene Parveen,
"Samaa Hay Barsat Ka, Dekho Jee, Maza Raat Ka..",Fareb,1965,Jami,Mushir Kazmi,Mala,
"Samaa Jab Pyar Pyara Ho, Pyar Ka Dil Ko Sahara Ho..",Maa Kay Aansoo,1963,Manzoor Ashraf,Mushir Kazmi,Ahmad Rushdi,
"Samaa Pyara Pyara, Wei Wei, Kabhi Dharkay, Kabhi Machlay..",Khaibar Pass,1964,Safdar Hussain,Mushir Kazmi,Irene Parveen,
"Samjh Na Aye, Dil Kahan Lay Jaun, Sanam Meray Sanam..",Daal Mein Kala,1962,Muslehuddin,Himayat Ali Shair,Naheed Niazi,
"Samjhatay Ghair Tum Ko, To Tum Say Pyar Kyun Kartay..",Koh-e-Noor,1966,Manzoor Ashraf,Fyaz Hashmi,Mala,
Samnay Aa Kay Tujh Ko Pukara Nahin..,Dard,1969,M. Ashraf,Khawaja Parvez,Mehdi Hassan,
"Samnay Baitho Raho Tu, Aur Main Gati Rahun..",Shukria,1964,Manzoor Ashraf,Mushir Kazmi,Naseem Begum,
"Samnay Rashk-e-Qamar Ho, To Ghazal Kyun Na Kahun..",Meray Mehboob,1966,Khalil Ahmad,Himayat Ali Shair,Masood Rana,
"Sanbhal Kay Baith Deevanay, Nazar Ka War Hota Hay..",Misaal,1966,Azam Baig,Asad Hussain Azal,Nazir Begum,
"Sanbhal Kay O Albeli, Kahan Chali Hay Akeli..",Chanda,1962,Robin Ghosh,Suroor Barabankvi,Akhtar Abbas,
"Sanbhala Hay Main Nay Buhat Apnay Dil Ko, Zaban Par Phir..",Ik Tera Sahara,1963,Master Inayat Hussain,Qateel Shafai,Saleem Raza,
"Sangeet Na Janay, Dikhlaye Ga Kab Tak Hamen, Yeh Khawab Suhanay..",Saaz aur Aavaz,1965,Hassan Latif,Habib Jalib,Mehdi Hassan,
"Sanwaray, Banwaray, Hain Nit Nit Kay Yeh Melay..",Divana,1964,Muslehuddin,Tanvir Naqvi,Noorjahan,
"Sanwariya Ayo Ray, Mann Ki Batiyan Bataun Gi Kaisay..",2 Rastay,1961,Master Inayat Hussain,Tanvir Naqvi,Naseem Begum,
"Sanwariya, Hey Hey, Diya Bara Dukh Deyo..",Baji,1963,Saleem Iqbal,Ahmad Rahi,Naseem Begum,
"Sanwariya, Ho Sanwaray, Aao Ray, Aa Aa Aa..",Hamsafar,1960,Muslehuddin,Shair Siddiqi,Sandhya Mukherjee (Indian singer),
"Sanwariya, Mann Bhayo Ray, Bolay Ray, Dolay Ray..",Salma,1960,Rasheed Attray,Zahoor Nazar,Naseem Begum,
"Sanwray, Kyun Na Roye Teri Sanwri..",Kalay Log,1965,Akhtar Hussain Akhian,Tanvir Naqvi,?,
"Sapno Mein Uri Uri Jaun, Chham Chham Nachu, Gun Gun Gaun..",Mehboob,1962,Rasheed Attray,Qateel Shafai,Mala,
"Sapno Say Kheil Rahi Hay, Roop Ki Rani..",Hamen Bhi Jeenay Do,1963,C. Faiz,Asadi,Irene Parveen,
"Saqi Aa, Jam Lay, Kuchh Nigahon Say Bhi Kaam Lay..",Navab Siraj-ud-Daulah,1967,Khan Ataur Rahman,Suroor Barabankvi,Naheed Niazi,
"Saqi Bhi Neya, Mehfil Bhi Neyi, Ab Aye Ga Ham Tak Peimana..",Ghaddar,1964,Rehman Verma,Habib Jalib,Mala,
"Saqi Thay Kuchh Log Yahan, Kya Dil Walay Deevanay Say..",Lakhon Fasanay,1961,Deebo,Akhtar Sikandari,C.H. Atma,
"Saqi, Suna Hay Tera Naam, Pemana Bhar Day, Deevan Kar Day..",Commander,1968,Master Abdullah,Mushir Kazmi,Noorjahan,
"Sar Peh Mash'hadi Lungi Bandh Kar Chalay, O Mera Albela Mahi..",Ek Manzil 2 Rahen,1962,Rasheed Attray,Qateel Shafai,Naseem Begum,
"Sar-e-Tasleem, Kham Hay, Jo Mazaj-e-Yaar Mein Aye..",Chhoti Ammi,1964,Tasadduq Hussain,Zia Sarhadi,Nazir Begum,
"Saray Jahan Ko Ham Bhool Geye, Ajji, Tum Ko Bana Kay Apna..",Yeh Jahan Valay,1965,Tasadduq Hussain,Sahil Farani,Munir Hussain,
Sari Mehfil Raqs Mein Hay Hay Aur Gardish Mein Hay Peimana..,Sajda,1967,Manzoor Ashraf,Qateel Shafai,Mala & Co.,
"Sari Sakhion Kay Balam Goray Goray, Apna Balam Kala..",Ik Nageena,1969,Amjad Bobby,Taslim Fazli,Irene Parveen,
Sath Hay Mera Hamsafar Aur Yeh Dunya Jawan Hay..,Meri Dosti Mera Pyar,1968,Tasadduq Hussain,Riazur Rehman Saghar,Mala,
"Sathi Kahan Ho, Awaz To Do, Pal Pal Mera Pyar Pukaray..",Lakhon Mein Ek,1967,Nisar Bazmi,Tanvir Naqvi,Noorjahan,
"Sathi, Bichhar Geye Hayn, Ik Pal Mein Zindagi Kay..",14 Saal,1968,Hameed Jazib,Shorsh Dehlvi,Munir Hussain,
"Sathi, Tera Mera Sathi Hay Lehrata Samandar..",Samundar,1968,Deebo,Sehba Akhtar,Ahmad Rushdi,
"Sathio, Marhaba, Marhaba, Phool Ban Kay Khilo..",Wali Ehad,1968,Khalil Ahmad,Kaleem Usmani,Shoukat Ali & Co.,
"Sathio, Mujahido, Jaag Utha Hay Sara Watan..",Mujahid,1965,Khalil Ahmad,Himayat Ali Shair,Masood Rana,
Sawan Ki Kali Ghata Chhai Ray Balamwa..,Darvaza,1962,Saleem Iqbal,Saifuddin Saif,Naseem Begum,
"Sawan Ku Rut Ayi Ray, Badariya Chhai, Rim Jhim Bajay..",Gharib,1960,Nazir Sheeley,Rais Khumar,Aniqa Bano & Co.,
"Sayyan Baray Jadugar Hey, Pehli Hi Nazar Mein Kiya Ghayel..",Ghar Pyara Ghar,1968,Nisar Bazmi,Habib Jalib,Runa Laila,
"Sayyan Bedardi, Na Ja Ray, Na Ja Ray, Chhor Kay..",Josh,1966,Muslehuddin,Fyaz Hashmi,Naheed Niazi,
"Sayyan Hamaray, Aaj Pun Aye..",Naach Ghar,1963,Dheer Ali,Suroor Barabankvi,Firdousi Begum,
"Sayyan Ja Ja Ja, Na Bolun Sang Toray, Bedardi Na Bolun..",Haveli,1964,Khawaja Khursheed Anwar,Tanvir Naqvi,Mala,
"Sayyan Ray Sayyan, Chhor Day Mori Behniya..",Maalan,1964,Nazir Sheeley,?,Naseema Shaheen,
"Sayyan Ray, Balma Ray, Balma Lagay Ray, Qasm Teri..",Seema,1963,Master Inayat Hussain,Tanvir Naqvi,Naheed Niazi,
"Sayyan, Bara Woh Hay, Jee Pyar Na Janay..",Dil Diya Dard Liya,1968,A. Hameed,Tanvir Naqvi,Mala,
"Sayyan, Bedardi Mora, Dard Na Janay Ray..",Chanda,1962,Robin Ghosh,Suroor Barabankvi,Farida Yasmin,
"Sayyan, Ja Ray Ja Jhotay, Main Kaisay Karun Eitbar..",Behan Bhai,1968,A. Hameed,Tanvir Naqvi,Mala,
"Sayyan, Tori Ho Geyi Main, Pehli Najar Mein..",Shehbaz,1960,Khadim Hussain,Tanvir Naqvi,Irene Parveen,
Saza Di Hay Naseebon Nay Kisi Ilzam Say Pehlay..,Izzat,1960,Nazir Ajmeri,Tufail Hoshiarpuri,Naheed Niazi,
"Saza Kay Qabil Hayn, Is Liye Ham, Keh Apni Koi Khata Nahi Hay..",Dulhan,1963,Rasheed Attray,Fyaz Hashmi,Noorjahan,
Seekha Kahan Say Tu Nay Andaz Bankpan Ka..,Farishta,1961,Rasheed Attray,Tanvir Naqvi,Saleem Raza,
"Seekhay Ham Say Yeh Dunya, Baat Sar-e-Mehfil Kehna..",Ghaddar,1964,Rehman Verma,Habib Jalib,Mala,
Seeti Baja Kay Mohay Kahay Ko Bulaye Ray..,Chhotay Sahib,1967,Ali Hossain,Akhtar Yousuf,Mala,
"Sehra Ki Hawa, Tuj Ko BaKhuda, Day Gawahi Meri..",Hukumat,1967,Manzoor Ashraf,Tanvir Naqvi,Mala,
Sehray Kay Phool Ban Kay Har Aarzoo Khilay Gi..,Adalat,1968,Tasadduq Hussain,Muzaffar Warsi,Mala,
"Shaam Suhani, Meri Kahani, Dil Ki Zubani..",Jeena Bhi Mushkil,1969,Jalal Ahmad,N/A,Basheer Ahmad,
"Shab-e-Mehtab Hay, Tanhai Hay, Aisay Mein Yaad Teri Ayi Hay..",Ayaz,1960,Khawaja Khursheed Anwar,Qateel Shafai,Iqbal Bano,
Shadi Ka Aaj Ham Ko Jo Pegham Mil Geya..,Ham Dono,1966,Nashad,Kaleem Usmani,Ahmad Rushdi,
"Shafaq Chehray Peh Lehrati Hay, Rukhsaron Ka Kya Kehna..",Gul Bakavli,1961,Safdar Hussain,Qateel Shafai,Saleem Raza,
"Shaheedon Ka Khoon, Tum Say Kya Keh Raha Hay..",Pardah,1966,Safdar Hussain,Fyaz Hashmi,Mala & Co.,
"Sham Dhali, Shama Jali, Parwney Aaye..",Sarhad,1966,Khawaja Khursheed Anwar,Tanvir Naqvi,Noorjahan,
"Sham Hui Na Ab Tak Aye, Radha Neer Bahaye Ram, Hey Ram..",Ghazi Bin Abbas,1961,Safdar Hussain,Qateel Shafai,Naseem Begum,
"Sham Hui, Ghar Aa Ja, Dil Tarsay, Chain Na Aye..",Sukh Ka Sapna,1962,Manzoor Ashraf,Faiz Ahmad Faiz,Noorjahan,
"Sham Ki Bela Hay, Koi Akela Hay, Aisay Mein Aa Jana..",Rahguzar,1960,Muslehuddin,Tanvir Naqvi,Kousar Parveen,
Sham Ko Shehar Mein Shamen Jala Deta Hay Tu..,Dhoop Aur Saye,1968,Tufail Niazi,Munir Niazi,Noorjahan,
"Sham-e-Gham Ayi, Aansuon Mein Dhal Geyi..",7 Rang,1965,Subal Das,Suroor Barabankvi,Firdousi Begum,
"Sham-e-Gham Phir Aa Geyi, Phir Udasi Chha Geyi..",Seema,1963,Master Inayat Hussain,Arif Razmi,Saleem Raza,
"Shama Bujh Geyi Hay, Is Mein Say Dhuwan Uthta Hay..",Seema,1963,Master Inayat Hussain,?,Saleem Raza,
Shama Jalti Jaye..,Jeena Bhi Mushkil,1969,Jalal Ahmad,N/A,Anjuman Ara,
"Shama Ka Shola Bharak Raha Hay, Dil Parwana Dharak Raha Hay..",Aadil,1966,Nisar Bazmi,Mushir Kazmi,Mala & Co.,
"Shama Kahmosh Ho Geyi Jaltay, Reh Geya Ashk Ankh Say Dhalkay..",Shehnai,1968,Sohail Rana,Masroor Anwar,Masood Rana,
"Shama-eZindagi, Tu Nay Jalai Kali Raton Mein..",Watan,1960,Master Inayat Hussain,Qateel Shafai,Inayat Hussain Bhatti,
Shano Peh Gasuon Ki Yeh Jhoomti Ghatayen..,Sonay Ki Chirya,1968,Tasadduq Hussain,Qateel Shafai,Mehdi Hassan,
"Sharir Kahin Kay, Paas Aho, Aa Bhi Jao..",Daastan,1969,Khalil Ahmad,Fyaz Hashmi,Irene Parveen,
Sharma Kay Ham Say Ankh Milanay Ka Shukriya..,Azra,1962,Master Inayat Hussain,Saifuddin Saif,Saleem Raza,
"Shehar Ka Naam Hay Karachi, Bach Kay Rehna Yahan..",Bahana,1965,Khan Ataur Rahman,Suroor Barabankvi,Ahmad Rushdi,
"Shehzaday, Meray Dil Ki Mehak..",Meray Laal,1967,Lal Mohammad Iqbal,Sehba Akhtar,Ishrat Jahan,
"Sheron Ka Woh Naara Goonja, Azadi Ya Maut..",Azadi Ya Mout,1966,Lal Mohammad Iqbal,Sehba Akhtar,Ahmad Rushdi & Co.,
"Shikasta Dil Hun, Mujhay Zindagi Say Pyar Nahin..",Asmat,1968,Masoom Rahim,Kaleem Usmani,Noorjahan,
"Shikayet Hay Itni Sarkar, Hazoor Wala, Thanedar..",Ustadon Ka Ustad,1967,Ghulam Ali,Aajiz Faridi,Ahmad Rushdi,
"Shikwa Na Kar, Gila Na Kar, Yeh Dunya Hay Pyaray..",Zamin,1965,Wazir Afzal,Mushir Kazmi,Mehdi Hassan,
"Shikwa Nahin Kisi Say, Kisi Say Gila Nahin, Qismat Mein Hi Nahin Tha..",Haveli,1964,Khawaja Khursheed Anwar,Tanvir Naqvi,Noorjahan,
"Shikwa Nahin, Gila Nahin, Dunya Nay Gar Mitay Diya..",Koh-e-Qaaf,1965,Tasadduq Hussain,Nusrat Mansoori,Naheed Niazi,
"Shor Machay Ga, Loota Mara, Babu Jee, Samjho Ishara..",Qabeela,1966,Rehman Verma,Habib Jalib,Mala,
"Shoukh Haseena, Poonch Paseena, Yeh To Bata Day..",Voh Kon Thi,1966,Nazir Jafri,Tishna Meeruti,Ahmad Rushdi,
"Shoukh Hawaen, Meri Chunri Urayen, Main To Sharmai..",Sham Dhalay,1960,Rasheed Attray,Tanvir Naqvi,Naseem Begum,
"Shoukh Nazar, Shoukh Ada, Sab Say Alag, Sab Say Juda..",Josh-e-Inteqam,1968,Tasadduq Hussain,Mushir Kazmi,Irene Parveen,
"Shouq Say Nazara Kijiye, Meray Mehkay Mehkay Husn Ka..",Ek Thi Maa,1960,Rehman Verma,Mushir Kazmi,Naheed Niazi,
"Shukar, Al-Hamd-o-Lillah, Woh Chalay Aye, Lo Chalay Aye..",14vin Sadi,1969,Azam Baig,Fyaz Hashmi,Amanat Ali Khan,
"Shukar, Al-Hamdo-Lillah, Pyar Mila Hay, Dildar Mila Hay..",Barat,1963,Azam Baig,Mushir Kazmi,Mala,
"Shukriya A Soze Gham, Har Tamanna Jal Gei..",1000 Dastan,1000,Rasheed Attray,Fyaz Hashmi,Naseem Begum,
"Shukriya, Jan-e-Mann Tera, Ho Geya Ghar Abad Mera..",Bhai Jan,1966,Tasadduq Hussain,Mushir Kazmi,Saleem Shehzad,
"Sitam Par Sitam, Gham Peh Gham, Ham Sahen Magar Chup Rahen..",Maa Beti,1963,Safdar Hussain,Qateel Shafai,Irene Parveen,
"Sitaro, Tum Bhi Gawahi Dena, Ham Aaj Ki Raat Bhi Jagay..",Chattan,1967,Rasheed Attray,Qateel Shafai,Noorjahan,
Sitaron Ki Chhaon Mein Chhup Chhup Kay roye..,Manzil Door Nahin,1968,Lal Mohammad Iqabl,Sehba Akhtar,Nighat Seema,
"So Bar Chamman Mehka, So Bar Bahar Aayi..",Sham Dhalay,1960,Rasheed Attray,Sufi Ghulam Mustafa Tabassum,Naseem Begum,
"So Ja, Pyari Bhayya Ki, Pal Bhar Ki Raat Hay, So Ja..",Main Zinda Hun,1968,Hassan Latif,Mushir Kazmi,Noorjahan,
"So Ja, So Ja, Dard Bharay Dil, Ab To So Ja..",Clerk,1960,Safdar Hussain,Ahmad Rahi,Naheed Niazi,
"Socha Tha Pyar Na Karayn Gay, Ham Na Kisi Peh Maren Gay..",Ladla,1969,Lal Mohammad Iqbal,Kaif Rizwani,Ahmad Rushdi,
"Socha Tha, Un Say Milen Gay, Kahen Gay, Aap Hamen Tarpatay Hayn..",Ishara,1969,Sohail Rana,Masroor Anwar,Ahmad Rushdi,
"Sohnay Mukhray Walay Piya Jee, Tohay Maan Liya..",Burma Road,1967,Safdar Hussain,Hazin Qadri,Mala,
"Sonay Ka Long, Main Pehan Kar, Chali Teri Gali Mein..",Watan,1960,Master Inayat Hussain,Qateel Shafai,Naheed Niazi,
Soorat Tori Daikhay Bina Nahi Chain.. Tu Aa Ja..,Darvaza,1962,Saleem Iqbal,Saifuddin Saif,Naseem Begum,
"Soye Huway Lakhon Fitnay Hayn, Ik Simti Hui Angrai Mein..",Chhoti Si Dunya,1965,Khalil Ahmad,Ahmad Rahi,Irene Parveen,
"Soye Nadiya, Jagay Pani, Kaisi Prem Kahani..",Soye Nadia Jagay Pani,1968,Khan Ataur Rahman,Suroor Barabankvi,Basheer Ahmad,
"Soye Nadiya, Jagay Pani, Kaisi Prem Kahani..",Soye Nadia Jagay Pani,1968,Khan Ataur Rahman,Suroor Barabankvi,Shehnaz Begum,
"Soye Nadiya, Jagay Pani, Kaisi Prem Kahani..",Soye Nadia Jagay Pani,1968,Khan Ataur Rahman,Suroor Barabankvi,Basheer Ahmad,
"Subah Kahin, Sham Kahin, Jhoom Raha Hay Aasman..",Subah Kahin Sham Kahin,1961,Nazir Jafri,Zahoor Nazar,Kousar Parveen,
"Subhan Allah, Yeh Chehra, Haseen Zulfon Ka Pehra..",Ladla,1969,Lal Mohammad Iqbal,Kaif Rizwani,Ahmad Rushdi,
"Sun Arz Meri, Nabiyon Kay Nabi, Mehboob-e-Khuda (saw)..",Safaid Khoon,1964,Akhtar Hussain Akhian,Tanvir Naqvi,Naseem Begum & Co.,
"Sun Gori Sun, Dhobia Ki Chhori Door Door Bhagay..",Baalam,1968,Khalil Ahmad,Himayat Ali Shair,Ahmad Rushdi,
"Sun Jana Faryad, O Babu, Sun Jana Faryad..",Qabeela,1966,Rehman Verma,Saghar Siddiqi,Naheed Niazi,
"Sun Lay Jahan Walay, Yeh Unchay Makan Walay..",Tangay Vala,1963,Rasheed Attray,Hamayet Ali Shair,Saleem Raza,
"Sun Lay O Matwalay, Yey Dunya Hay 4 Dino Ki..",Yeh Bhi Ek Kahani,1964,Karim Shahabuddin,Z.R. Mani,Farida Yasmin,
"Sun Lay Pukar Aaj Mori, Sun Lay Pukar..",Roopmatti Baaz Bahadur,1960,Tasadduq Hussain,Tufail Hoshiarpuri,Kousar Parveen,
"Sun Meray Sathi, Yeh Gham Hayn Jahan, Khushi Ka Zamana..",Yateem,1967,Saleem Iqbal,Ahmad Rahi,Irene Parveen,
"Sun Meri Sada, Zara Hosh Mein Aa, Masti Mein Kho Na Ja..",Son of Ali Baba,1961,Tasadduq Hussain,Habib Jalib,Mala,
"Sun Rassiya, Mann Bassiya..",Baji,1963,Saleem Iqbal,Ahmad Rahi,Noorjahan,
"Sun Rassya, Mann Basya, Mosay Naina Mila Kay To Na Ja..",14vin Sadi,1969,Azam Baig,Fyaz Hashmi,Noorjahan,
"Sun Ray Rasiya, Jiya Nahin Manay, Kar Kay Singhar Khari Teray Liye..",Laggan,1960,Azam Baig,Munir Niazi,Iqbal Bano,
Sun Ri Meri Pyari Guddo.. Main Chala Hun Jang Peh..,Raqqasa,1965,Master Rafiq Ali,Mushir Kazmi,Batish,
"Sun Ri Saheli, Bano Albeli, Piya Ghar Jana Paray Ga Tujh Ko..",Aanch,1969,Khalil Ahmad,Qateel Shafai,Najma Niazi,
"Sun Sanwli Surat Walay, Ik Pyar Bhara Dil Kya Bolay..",Qaidi,1962,Rasheed Attray,Nakhshab,Naseem Begum,
"Sun Sun Ray Piya Ray, Mora Dharkay Jiya..",Unchay Mahal,1962,Tufail Farooqi,Munir Niazi,Naheed Niazi,
"Sun Sun Ri Pawan, Meray Dil Ki Laggan, Woh Jan Geye..",Aavaz Day Kahan Hay,1962,Khursheed Qais,Habib Jalib,Zubaida Khanum,
"Sun Zara, Zindagi Aaj Kehti Hay Kya, Raat Ki Bahnon Mein Jhoom Lay..",Khaibar Pass,1964,Safdar Hussain,Fyaz Hashmi,Mala,
"Sun, Kya, Tum, Main, Dil, Jee, Chura Liya, Sach, Haan, Chup..",Daal Mein Kala,1962,Muslehuddin,Fyaz Hashmi,Ahmad Rushdi,
Suna Hay Keh Dil Lay Kay Detay Hayn Dhoka..,Mahal,1968,Rasheed Attray,Fyaz Hashmi,Runa Laila,
Suna Hay Teri Ankhon Mein Sitaray Jagmagatay Hayn..,Mehman,1969,Master Inayat Hussain,Qateel Shafai,Ahmad Rushdi,
"Suniye To Mohtarama, Aap Ko Zehmat Ho Gi..",Doosri Maa,1968,Lal Mohammad Iqbal,Masroor Anwar,Irene Parveen,
"Suniye To Mohtram, Zara Rokiye Qadam, Hui Jo Bhi Ham Say Khata..",Honhaar,1966,A. Hameed,Fyaz Hashmi,Ahmad Rushdi,
"Suno Jee Baat, Karo Jee Baat, Main Tum Say Ek Paheli Poochhun Gi..",Maa Kay Aansoo,1963,Manzoor Ashraf,Mushir Kazmi,Nazir Begum,
"Suno Jee Tarana Mera, Aya Hay Mera Zamana..",Ek Manzil 2 Rahen,1962,Rasheed Attray,Qateel Shafai,Mala,
